RCPT,RCRK
IMP1,VTP1,IMP2,VTP2,IMP3,BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,RCCB,PLCB,PRCB,PLFB,PRFB,PKAC,RPAC,PACC,PMPC,PPRC,RCHD,RPHD,PUND,PSPD,PGHE,PPOE,PBRE,PEYE,TRAF,PPBF,PSTG,PBSH,PLSH,PRSH,RATH,PCTH,PLTH,PRTH,RIWH,PAGI,PRSI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,RCRK,PTRK,PBTK,PTAL,PIBL,PLEL,PREL,PLKL,PSPL,PLSL,RCCM,PHLM,PHAN,PTEN,PLKN,PRKN,PLSO,RPGP,PTHP,PJMP,PTYP,PCAR,PSAR,PTAR,RICR,PJER,PLKR,RCPR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PRAS,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,STAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,RCOV,PESV,PBFW,PLHW,PLTW,
10,0,8,0,12,6,10,7,0,10,6,3,3,40,Joel,Keyes,8,10,10,75,0,3,3,1,3,3,0,0,40,0,86,0,60,3182,1,0,84,200,41,0,0,65,38,1,41,3,3,0,63,1,1,0,78,272,79,0,50,40,40,0,0,7,2294,35,40,0,16,0,0,0,0,0,0,3,0,1,1,1,0,12,40,76,0,58,25,0,0,1,0,205,40,0,0,64,52,50,48,1,1,0,39,40,5,1,49,3,16,52,63,0,12,6,72,29,0,72,0,20,45,8,58,10,10,0,56,66,51,51,51,52,49,54,29,40,0,0,
10,0,8,0,4,10,2,6,0,4,7,3,3,40,Steven,Weeks,7,10,6,81,0,0,0,1,0,0,0,0,46,0,83,0,68,3135,1,0,78,138,40,0,0,44,46,0,64,3,3,0,61,2,2,0,62,271,82,0,71,46,48,3,0,38,2295,22,40,0,44,12,12,0,0,0,0,2,0,1,1,1,0,10,40,68,0,45,22,0,0,1,0,187,48,0,0,48,67,62,40,2,2,0,46,48,3,0,41,1,13,72,67,5,12,20,40,0,5,75,0,71,70,10,52,10,5,0,22,66,67,54,32,59,28,55,26,47,0,0,
8,0,10,0,12,10,2,6,0,4,7,15,15,40,Carlos,Crawford,7,10,6,72,0,0,0,1,3,3,0,0,40,0,79,0,67,4464,0,0,67,165,40,0,0,46,38,1,67,4,4,0,53,2,2,0,59,220,82,0,63,40,40,1,0,35,2296,38,40,0,30,0,0,0,0,12,0,3,0,2,2,2,0,10,40,62,0,46,34,0,0,0,0,188,40,0,12,42,70,56,42,1,1,0,37,38,5,0,36,5,13,64,59,5,17,20,36,0,5,77,0,60,68,10,59,10,5,0,36,62,61,64,40,59,69,55,29,37,0,0,
8,0,10,0,5,8,10,5,1,10,7,3,3,40,Adrian,Sims,7,8,7,81,0,0,0,1,1,1,0,0,40,0,85,0,56,10906,0,0,84,96,58,0,0,53,38,1,47,3,3,0,52,1,1,0,77,205,78,0,55,40,41,0,0,1,2297,20,54,0,19,8,8,0,5,10,0,0,0,2,1,1,0,12,41,79,0,45,24,0,0,0,0,206,40,5,10,61,50,57,55,1,1,0,39,42,2,0,50,3,16,58,64,0,42,6,52,30,0,73,0,18,69,7,51,0,1,0,37,69,70,53,41,53,34,57,40,42,0,1,
8,0,10,0,1,6,10,7,1,10,6,0,0,58,Kenny,Beck,10,10,10,75,0,0,0,1,2,2,0,0,49,0,79,0,55,10585,0,0,84,136,62,0,0,55,38,1,65,3,3,0,75,1,1,0,68,200,86,0,69,40,40,0,0,1,2298,19,40,0,30,16,16,0,5,4,0,0,0,2,1,1,0,13,58,70,0,59,40,0,0,0,0,93,50,5,4,46,74,60,56,0,0,0,38,19,6,1,55,3,17,69,57,0,41,6,62,29,0,73,0,35,78,5,56,10,10,0,75,51,62,55,29,59,40,58,38,20,0,0,
10,0,1,0,8,8,10,5,2,10,7,3,3,40,Zach,Rice,7,8,7,77,0,0,0,1,0,0,0,0,40,0,84,0,59,2390,1,0,83,14,40,0,1,49,38,0,54,3,3,0,73,1,1,0,78,182,85,0,74,40,40,0,0,16,2299,22,40,0,33,0,0,0,0,12,0,2,0,1,1,1,0,13,40,71,0,42,14,0,0,0,0,94,40,0,12,46,65,67,58,0,0,0,37,17,3,1,52,2,17,71,78,0,9,6,50,30,0,76,0,38,79,0,56,0,1,0,41,62,68,55,37,53,20,68,46,17,0,0,
8,0,10,0,5,0,5,7,0,4,1,15,15,40,Alex,Barrett,1,7,4,76,0,3,3,1,3,3,0,0,40,0,80,0,65,1075,0,0,70,161,40,0,0,47,50,0,65,3,3,0,59,1,1,0,74,129,82,0,62,51,51,1,0,16,2300,52,40,0,51,0,0,0,5,10,0,2,0,0,1,1,0,10,40,64,0,61,49,0,0,0,0,189,40,5,10,47,66,57,43,11,11,0,50,51,3,0,41,3,15,60,62,15,4,23,42,7,5,72,12,72,71,0,55,15,13,0,51,63,68,63,79,66,73,55,55,51,0,0,
10,0,4,0,8,10,10,0,0,3,9,3,3,40,Gary,Jones,6,10,7,69,0,0,0,1,0,0,0,0,40,0,65,0,74,10972,1,0,52,167,55,0,0,47,24,1,67,3,3,0,57,2,2,0,48,101,81,0,64,63,63,0,0,16,2301,38,40,0,66,7,7,0,5,12,0,2,0,2,1,1,0,8,40,65,0,53,27,0,0,0,0,222,40,5,12,42,63,54,43,1,1,0,24,33,4,0,42,1,10,69,40,24,42,15,41,20,20,75,15,92,68,0,45,21,14,0,22,51,59,71,25,71,24,51,35,32,0,0,
0,0,8,0,3,4,2,8,1,0,3,3,3,40,Robert,Barr,4,3,2,69,0,0,0,1,0,0,0,0,40,0,78,0,76,8859,0,0,77,213,46,0,0,52,19,1,73,3,3,0,40,2,2,0,66,42,79,0,66,65,68,0,0,35,2302,34,40,0,64,12,12,0,5,0,0,3,0,0,1,1,0,8,40,50,0,40,19,0,0,0,0,223,40,5,0,52,72,66,43,1,1,0,19,23,1,0,52,1,10,68,42,21,34,21,46,8,20,75,16,92,74,0,43,10,16,0,25,54,54,67,31,69,21,60,34,23,0,0,
1,0,10,0,4,6,10,7,2,10,6,3,3,40,Josh,McCauley,10,10,10,80,0,0,0,1,3,3,0,0,40,0,89,0,56,8984,0,0,83,5,40,0,0,60,27,1,70,3,3,0,70,1,1,0,82,2701,83,0,73,40,44,0,0,31,2303,39,40,0,37,10,10,0,0,10,0,3,0,2,1,1,0,13,40,66,0,67,38,0,0,0,0,95,40,0,10,59,69,69,50,4,4,0,27,44,2,0,63,3,17,74,80,0,35,6,52,29,0,76,0,55,76,5,54,10,10,0,61,64,75,59,30,58,26,67,27,44,0,0,
3,0,10,0,4,4,2,8,0,0,3,3,3,40,Ron,Coleman,4,3,2,76,0,2,2,1,2,2,0,0,40,0,63,0,65,4373,0,0,49,223,71,0,1,48,21,0,60,4,4,0,46,2,2,0,57,2676,69,0,56,67,67,3,0,23,2304,19,40,0,63,0,0,0,5,0,0,0,0,0,1,1,0,9,40,66,0,40,25,0,0,0,0,158,40,5,0,56,64,47,51,1,1,0,20,35,5,0,38,5,12,63,40,21,17,21,42,8,20,77,16,107,52,0,42,10,16,0,21,51,52,66,22,65,15,47,24,34,0,0,
10,0,8,0,0,5,10,2,0,7,8,3,3,40,Terrence,Moyer,10,4,0,82,0,0,0,1,3,3,0,0,40,0,89,0,60,10555,1,0,69,167,49,0,0,51,38,0,56,3,3,0,57,2,2,0,59,2666,80,1,63,40,40,8,0,9,2305,38,40,0,37,2,2,0,0,10,0,3,0,1,2,2,0,10,40,74,0,47,42,0,0,0,0,190,40,0,10,44,63,51,44,0,0,0,39,39,5,0,40,1,13,59,67,5,41,26,39,10,11,74,9,58,61,8,48,4,10,0,43,60,61,55,76,53,78,52,45,39,0,0,
10,0,8,0,0,8,10,5,0,10,7,3,3,40,Keenan,Williams,7,8,7,80,0,0,0,1,2,2,3,3,40,0,89,0,55,2375,1,0,78,140,63,0,0,53,39,0,59,3,3,0,72,1,1,0,79,2627,81,0,48,40,40,0,0,5,2306,26,40,0,33,12,12,0,0,0,0,0,0,0,1,1,0,13,40,67,0,40,19,0,0,1,0,96,40,0,0,56,64,53,50,0,0,0,39,19,3,1,54,1,17,73,67,0,9,6,54,30,0,72,0,25,69,0,52,0,1,0,51,52,59,59,22,56,41,50,35,20,0,0,
8,0,10,0,1,10,10,4,0,10,6,3,3,40,Mark,Norman,8,6,10,80,0,0,0,1,0,0,0,0,41,0,91,0,50,4896,0,0,88,11,54,0,0,51,39,1,26,3,3,0,55,1,1,0,85,2483,77,0,52,40,40,0,0,0,2307,30,40,0,28,10,10,0,5,0,0,0,0,0,1,1,0,12,40,82,0,40,25,0,0,1,0,207,40,5,0,54,40,56,45,10,10,0,38,39,5,0,51,3,16,56,57,5,19,10,52,29,26,72,10,30,54,8,54,10,10,0,48,67,69,50,18,43,42,50,47,40,0,0,
3,0,10,0,8,4,2,8,2,0,3,3,3,40,Micah,Armstrong,4,3,2,70,0,0,0,1,0,0,0,0,40,0,68,0,66,10521,0,0,63,151,45,0,0,35,23,1,71,4,4,0,40,2,2,0,52,2453,80,0,70,64,66,0,0,13,2308,26,40,0,66,17,17,0,5,0,0,3,0,1,1,1,0,9,40,45,0,40,15,0,0,0,0,159,40,5,0,38,70,61,54,12,12,0,23,22,1,0,33,1,12,67,44,21,41,21,35,8,20,75,16,102,64,0,41,10,16,0,25,52,55,66,25,67,23,64,33,23,0,0,
8,0,10,0,0,10,10,4,0,10,6,0,0,48,Drew,Bryant,5,6,10,86,0,0,0,1,0,0,0,0,69,0,73,0,35,8197,0,0,73,161,40,0,0,19,16,1,38,3,3,0,40,1,1,0,71,2452,75,0,40,40,40,0,0,36,2309,24,58,0,15,12,12,0,0,10,0,3,0,2,1,1,0,15,52,40,0,40,14,0,0,0,0,40,63,0,10,24,45,66,57,0,0,0,16,14,2,0,23,1,19,34,15,5,32,10,20,29,26,74,10,49,31,0,41,10,10,0,42,20,20,29,36,17,57,64,59,15,3,1,
10,0,8,0,4,4,2,8,2,0,3,3,3,40,James,Smith,4,3,2,77,0,2,2,1,0,0,0,0,40,0,81,0,65,3333,0,0,72,123,64,0,0,43,23,1,69,3,3,0,44,2,2,0,58,2442,76,0,64,62,65,1,0,16,2310,26,40,0,64,0,0,0,0,0,0,2,0,0,2,2,0,8,40,67,0,40,17,0,0,1,0,224,40,0,0,40,65,61,43,13,13,0,23,30,2,1,34,3,10,71,42,21,13,21,36,8,20,76,16,97,75,0,41,10,16,0,24,52,53,75,16,70,37,60,26,29,0,0,
10,0,8,0,3,8,10,5,0,10,7,0,0,40,Ira,Grant,5,8,7,80,0,0,0,1,2,2,0,0,59,0,71,0,37,9262,0,0,69,213,43,0,0,19,15,1,19,3,3,0,40,1,1,0,68,2377,82,0,40,40,40,0,0,6,2311,26,57,0,14,0,12,0,0,10,0,0,0,1,1,1,0,16,40,44,0,40,17,0,0,0,0,37,68,0,10,24,40,63,42,0,0,0,14,15,4,0,16,3,20,25,14,0,36,6,22,30,0,73,0,43,35,0,41,0,1,0,44,19,20,14,34,15,69,63,58,15,1,1,
10,0,8,0,1,10,5,10,0,10,9,20,20,40,Aaron,Carter,5,10,10,64,0,0,0,1,0,0,0,0,40,0,85,0,34,262,0,0,56,178,64,0,0,34,61,0,38,4,4,0,40,2,2,0,57,2293,81,0,42,61,69,0,0,37,2312,41,42,0,62,15,15,1,0,0,0,3,0,0,2,2,0,6,40,43,0,40,39,0,0,1,1,147,40,0,0,34,69,52,57,1,1,0,60,69,2,0,20,3,8,36,28,21,1,21,20,15,20,71,17,117,49,0,41,20,16,0,48,30,31,29,46,29,50,49,32,69,0,0,
8,0,10,0,4,5,10,7,0,10,6,0,0,66,Terry,Brady,5,10,10,73,0,2,2,1,1,1,0,0,40,0,58,0,36,7469,0,0,50,133,51,0,0,38,38,1,38,3,3,0,40,2,2,0,54,2265,78,0,40,40,40,0,1,16,2313,56,65,0,24,0,0,0,0,0,0,0,0,1,2,2,0,0,68,64,0,51,44,0,0,1,0,108,40,0,0,41,64,45,41,8,11,0,39,39,3,0,21,3,0,22,28,4,29,6,35,29,0,75,0,45,30,5,42,10,10,0,47,24,16,23,64,23,59,50,63,38,2,1,
5,0,8,0,10,8,10,5,0,10,7,0,0,40,Kyle,Baker,7,8,7,78,0,0,0,1,1,1,0,0,40,0,87,0,58,10898,0,0,76,157,56,0,0,58,33,1,53,3,3,0,67,1,1,0,84,2262,88,1,60,40,40,0,0,5,2314,36,40,0,34,0,0,0,0,12,0,2,0,0,1,1,0,13,40,78,0,40,32,0,0,0,0,97,40,0,12,59,60,53,46,0,0,0,32,20,2,0,52,2,17,67,62,0,42,6,55,30,0,73,0,20,76,0,51,0,1,0,73,48,54,52,45,54,20,51,37,20,0,0,
3,0,0,0,10,10,10,0,0,3,9,13,13,40,Kawika,Hunter,6,10,7,77,0,1,1,1,0,0,0,0,40,0,80,0,34,11839,0,0,62,181,66,0,0,37,62,1,34,4,4,0,40,2,2,0,55,2050,83,0,40,63,62,0,0,3,2315,38,40,0,60,0,0,1,0,0,0,2,0,1,2,2,0,7,40,40,0,40,36,0,0,1,1,78,40,0,0,31,75,50,42,14,14,0,63,63,3,0,20,3,7,37,23,24,46,15,20,20,20,74,15,120,39,0,40,21,14,0,33,31,29,30,22,29,16,49,35,63,0,0,
10,0,12,0,8,8,10,5,0,10,7,3,3,40,Jon,Petty,7,8,7,74,0,1,1,1,2,2,0,0,47,0,84,0,51,10054,1,0,77,208,40,0,0,49,39,0,60,3,3,0,68,1,1,0,81,2020,86,0,68,40,40,0,0,1,2316,39,40,0,35,0,0,0,5,10,0,2,0,1,1,1,0,14,40,77,0,40,43,0,0,0,0,80,47,5,10,52,67,57,45,11,11,0,39,27,5,1,49,2,18,64,62,0,39,6,50,30,0,76,0,31,61,0,66,0,1,0,58,52,62,56,44,56,35,54,45,27,0,1,
8,0,10,0,1,5,10,2,0,7,8,18,18,40,Matt,Ross,10,4,0,80,0,0,0,1,2,2,0,0,40,0,84,0,62,8876,0,0,66,164,49,0,1,65,63,1,61,3,3,0,73,2,2,0,45,2014,82,0,58,62,59,8,0,18,2317,66,48,0,64,7,7,0,5,12,0,2,0,1,1,1,0,10,40,64,0,46,66,0,0,0,0,191,40,5,12,68,67,51,48,0,0,0,63,59,3,0,56,3,13,56,60,5,34,26,64,10,11,72,9,62,63,8,61,4,10,0,56,62,63,56,78,56,51,52,53,59,0,0,
8,0,10,0,4,0,5,7,0,4,1,3,3,46,Jon,Garrett,1,7,4,76,0,0,0,1,1,1,0,0,40,0,85,0,39,2850,0,0,79,30,40,0,0,72,65,1,59,4,4,0,71,2,2,0,71,1898,74,0,56,65,62,0,0,9,2318,72,69,0,65,0,0,0,5,0,0,3,0,2,2,2,0,2,50,61,0,64,65,0,0,0,0,36,40,5,0,52,66,61,58,0,0,0,65,62,3,0,55,2,2,46,49,15,11,23,49,7,5,73,12,90,63,0,61,15,13,0,62,41,42,40,67,39,60,62,69,62,0,0,
8,0,10,0,4,8,10,5,2,10,7,3,3,52,Ryan,Alexander,7,8,7,78,0,0,0,1,1,1,0,0,40,0,80,0,36,257,0,0,88,78,54,0,0,62,48,1,41,3,3,0,58,2,2,0,80,1879,81,0,49,48,52,0,0,10,2319,60,55,0,48,13,13,0,0,0,0,3,0,2,1,1,0,1,54,71,0,61,66,0,0,1,0,175,40,0,0,66,55,61,49,0,0,0,47,51,3,0,65,1,1,37,50,0,1,6,62,30,0,74,0,36,48,0,65,0,1,0,70,21,40,34,75,33,80,60,71,51,0,0,
10,0,8,0,7,10,10,4,0,10,6,3,3,40,Napoleon,Cummings,8,6,10,77,0,0,0,1,1,1,0,0,40,0,70,0,36,2177,1,0,87,202,43,0,0,59,26,0,39,3,3,0,54,1,1,0,72,1863,79,1,40,40,40,0,0,15,2320,46,47,0,19,0,0,0,0,10,0,2,0,1,1,1,0,3,40,80,0,91,50,0,0,0,0,286,40,0,10,51,48,51,47,0,0,0,26,32,6,0,49,3,3,40,44,5,8,10,55,29,26,72,10,25,37,0,80,10,10,0,71,36,33,35,61,34,49,51,42,33,0,0,
10,0,8,0,4,0,5,7,0,4,1,3,3,40,Julian,Lloyd,1,7,4,74,0,0,0,1,0,0,0,0,40,0,79,0,36,10982,0,0,80,160,40,0,0,61,72,0,46,3,3,0,64,2,2,0,71,1723,67,1,53,72,64,8,0,7,2321,69,62,0,55,3,3,0,0,12,0,3,0,2,1,1,0,2,40,75,0,67,68,0,0,0,0,37,40,0,12,57,63,61,52,2,2,0,72,64,3,0,55,2,2,32,46,15,42,23,48,7,5,73,12,95,64,0,56,15,13,0,60,30,32,31,63,30,67,62,68,65,0,0,
10,0,3,0,12,10,10,4,2,10,6,0,0,47,Mark,Hall,5,6,10,86,0,0,0,1,0,0,0,0,77,0,71,0,36,12305,1,0,69,163,40,0,0,18,20,1,20,3,3,0,40,1,1,0,64,1660,83,0,48,40,40,0,0,1,2322,28,51,0,18,12,12,0,0,0,0,0,0,1,1,1,0,16,50,40,0,40,22,0,0,1,0,38,85,0,0,17,51,81,68,0,0,0,20,14,1,0,23,1,20,27,15,5,48,10,22,29,26,72,10,71,36,0,40,10,10,0,33,19,16,19,39,15,34,79,52,14,0,1,
10,0,7,0,0,6,10,7,0,10,6,3,3,40,Marcus,Jackson,5,10,10,74,0,1,1,1,1,1,0,0,40,0,75,0,23,1109,1,0,86,160,40,0,0,63,38,1,44,4,4,0,57,2,2,0,71,1649,71,0,41,40,40,0,0,32,2323,64,47,0,44,0,0,0,0,0,0,3,0,1,1,1,0,1,40,71,0,58,63,0,0,1,0,176,40,0,0,55,53,51,41,10,10,0,38,38,3,0,61,2,1,50,50,0,4,6,55,29,0,73,0,38,46,5,62,10,10,0,56,21,41,44,71,43,64,51,63,37,0,0,
10,0,8,0,1,0,5,7,0,4,1,3,3,40,Brandon,Lloyd,1,7,4,80,0,3,3,1,0,0,0,0,40,0,77,0,35,4617,0,0,77,3,47,0,1,62,71,1,54,4,4,0,56,2,2,0,63,1581,77,0,57,71,67,0,0,1,2324,70,65,0,69,0,0,0,0,0,0,2,0,0,1,1,0,2,40,63,0,67,72,0,0,1,0,38,40,0,0,55,68,63,56,11,11,0,71,67,2,0,54,2,2,39,39,15,18,23,48,7,5,71,12,77,57,0,63,15,13,0,60,37,33,36,61,34,56,61,58,66,0,0,
10,0,4,0,8,4,2,8,0,0,3,3,3,40,Bryan,Cleveland,4,3,2,69,0,0,0,1,2,2,0,0,40,0,59,0,52,1236,0,0,53,122,40,0,0,37,16,1,73,4,4,0,40,2,2,0,59,1576,77,0,64,64,67,0,0,14,2325,24,40,0,64,7,7,0,0,0,0,3,0,1,2,2,0,9,40,46,0,40,26,0,0,1,0,160,40,0,0,37,65,53,56,13,13,0,16,30,4,0,26,5,12,57,43,21,4,21,33,8,20,76,16,105,65,0,41,10,16,0,24,56,48,54,19,60,17,53,27,30,0,0,
8,0,10,0,1,6,10,7,2,10,6,3,3,40,Lorenzo,Thompson,8,10,10,84,0,0,0,1,3,3,0,0,40,0,86,0,69,8218,0,0,88,11,43,0,1,56,39,0,41,3,3,0,72,1,1,0,84,1556,82,0,54,40,40,0,0,15,2326,36,40,0,19,12,12,0,0,12,0,0,0,0,1,1,0,12,40,81,0,40,16,0,0,0,0,208,40,0,12,62,43,62,49,1,1,0,40,38,2,0,59,2,16,73,77,0,32,6,63,29,0,72,0,14,65,8,56,10,10,0,66,70,69,53,42,50,27,65,44,38,0,0,
4,0,10,0,8,0,5,7,0,4,1,3,3,40,Chase,Pugh,1,7,4,71,0,0,0,1,2,2,0,0,40,0,78,0,60,8962,0,0,70,7,46,0,0,40,40,0,64,3,3,0,54,1,1,0,57,1356,81,0,64,40,43,0,0,16,2327,39,40,0,38,12,12,0,0,12,0,2,0,1,1,1,0,10,40,67,0,40,36,0,0,0,0,192,40,0,12,45,64,52,44,0,0,0,40,42,1,0,40,3,15,56,56,15,35,23,37,7,5,73,12,57,56,0,54,15,13,0,36,60,60,56,67,58,68,53,47,43,0,0,
10,0,8,0,3,6,10,7,0,10,6,3,3,40,Reggie,Walker,8,10,10,82,0,0,0,1,2,2,0,0,40,0,89,0,52,10015,1,0,82,163,40,0,0,60,39,1,45,3,3,0,64,1,1,0,82,1332,80,0,55,40,41,0,0,0,2328,33,48,0,20,16,16,0,0,4,0,0,0,0,1,1,0,12,40,75,0,52,33,0,0,0,0,209,43,0,4,53,40,51,45,0,0,0,39,41,1,0,55,1,16,57,52,0,39,6,50,29,0,76,0,49,44,8,55,10,10,0,50,64,62,53,25,40,57,53,48,40,0,0,
10,0,7,0,12,10,5,10,0,10,9,0,0,40,Jamaal,Herring,5,10,10,70,0,0,0,1,2,2,0,0,40,0,74,0,66,1120,1,0,61,182,43,0,0,41,32,1,64,4,4,0,55,2,2,0,62,1314,81,0,63,67,67,1,0,35,2329,21,40,0,68,16,16,0,5,0,0,3,0,2,1,1,0,8,40,64,0,48,25,0,0,1,0,225,40,5,0,46,64,56,41,0,0,0,32,16,5,0,38,1,11,71,41,21,4,21,41,15,20,78,17,126,79,0,44,20,16,0,36,50,54,61,34,62,17,53,34,16,0,0,
10,0,12,0,0,10,10,0,0,3,9,0,0,40,Brett,Griffin,6,10,7,70,0,0,0,1,0,0,0,0,40,0,72,0,33,8805,1,0,52,55,57,0,0,35,70,1,36,4,4,0,47,2,2,0,69,1192,78,0,56,71,71,0,0,3,2330,22,40,0,70,0,0,1,5,0,0,0,0,1,2,2,0,5,40,51,0,44,23,0,0,0,1,171,40,5,0,35,73,61,66,1,1,0,70,71,5,0,24,5,5,34,24,24,34,15,19,20,20,76,15,179,48,0,40,21,14,0,45,14,14,22,24,29,50,51,36,71,0,0,
10,0,5,0,8,8,10,5,2,10,7,3,3,40,Nick,Davis,7,8,7,80,0,2,2,1,0,0,0,0,40,0,83,0,63,8743,1,0,89,245,58,0,0,60,40,1,50,3,3,0,56,1,1,0,75,1149,82,0,63,40,40,0,0,9,2331,24,41,0,17,0,0,0,0,10,0,3,0,2,1,1,0,12,40,84,0,41,34,0,0,0,0,210,40,0,10,59,45,62,55,2,2,0,39,39,0,0,63,1,16,61,65,0,34,6,53,30,0,71,0,16,75,7,60,0,1,0,56,75,70,53,31,52,23,61,29,39,0,0,
10,0,8,0,12,10,2,6,2,4,7,3,3,40,Eric,Alexander,7,10,6,87,0,0,0,1,0,0,0,0,40,0,95,0,69,7174,0,0,81,39,43,0,1,56,41,1,64,4,4,0,61,2,2,0,64,1145,87,0,77,42,42,1,0,15,2332,22,40,0,34,0,0,0,5,12,0,2,0,0,2,2,0,10,40,76,0,52,27,0,0,0,0,193,40,5,12,34,76,68,43,0,0,0,41,42,4,0,57,1,13,64,67,5,28,20,42,0,5,75,0,71,67,10,56,10,5,0,21,73,68,65,25,54,25,67,22,43,0,0,
10,0,3,0,8,10,5,10,0,10,9,13,13,40,Travis,Carter,5,10,10,66,0,3,3,1,0,0,0,0,40,0,82,0,36,6942,0,0,54,148,50,0,0,35,71,1,53,4,4,0,40,2,2,0,59,1070,71,0,40,72,56,0,0,22,2333,31,40,0,65,0,0,1,0,0,0,2,0,2,2,2,0,6,40,41,0,40,32,0,0,0,1,148,40,0,0,34,69,50,62,1,1,0,71,57,0,0,19,1,6,35,24,21,27,21,19,15,20,73,17,152,53,0,40,20,16,0,43,21,21,31,35,52,40,52,37,56,0,0,
10,0,8,0,1,5,10,2,0,7,8,3,3,40,Tom,Bracken,10,4,0,67,0,0,0,1,1,1,0,0,40,0,87,0,66,9002,0,0,72,105,59,0,0,56,38,0,59,3,3,0,50,2,2,0,65,1012,83,1,63,40,49,0,0,16,2334,78,40,0,51,14,14,0,5,0,0,0,0,1,1,1,0,10,40,64,0,40,74,0,0,1,0,194,40,5,0,15,64,56,46,11,11,0,39,48,4,0,50,1,13,60,65,5,35,26,38,10,11,73,9,68,70,8,52,4,10,0,79,62,66,67,84,69,76,50,52,49,0,0,
8,0,4,0,3,10,10,4,0,10,6,3,3,43,Billy,Byrd,8,6,10,70,0,0,0,1,0,0,0,0,40,0,75,0,35,1059,0,0,69,169,61,0,0,53,55,0,50,3,3,0,59,2,2,0,61,954,79,0,40,55,55,0,0,5,2335,71,63,0,59,0,0,0,0,0,0,2,0,1,2,2,0,4,46,64,0,63,68,0,0,1,0,98,40,0,0,69,62,50,60,11,11,0,54,54,4,0,54,1,4,36,42,5,4,10,65,29,26,76,10,85,48,0,61,10,10,0,78,28,24,22,54,16,48,49,65,55,0,0,
8,0,10,0,5,6,10,7,2,10,6,3,3,40,Kyle,Edwards,5,10,10,78,0,0,0,1,3,3,0,0,40,0,74,0,20,10868,0,0,84,131,72,0,0,56,26,1,21,3,3,0,44,2,2,0,72,883,66,1,45,40,40,0,0,5,2336,65,60,0,38,9,9,0,5,0,0,2,0,0,2,2,0,1,40,74,0,63,69,0,0,1,0,177,40,5,0,61,54,56,43,1,1,0,25,36,5,0,75,1,1,18,33,0,42,6,58,29,0,73,0,34,49,5,65,10,10,0,63,24,41,35,73,41,73,56,69,36,0,0,
10,0,8,0,1,6,10,7,0,10,6,3,3,40,DeShawn,Woodard,10,10,10,67,0,0,0,1,0,0,0,0,40,0,81,0,47,10837,1,0,75,14,40,0,0,52,26,1,58,3,3,0,65,1,1,0,76,882,73,0,62,40,40,0,0,31,2337,22,47,0,45,16,16,0,5,6,0,3,0,1,1,1,0,13,40,57,0,63,24,0,0,1,0,98,40,5,6,57,62,51,42,0,0,0,26,21,6,0,57,1,17,64,77,0,42,6,50,29,0,73,0,33,58,5,57,10,10,0,56,53,59,59,19,57,42,54,22,21,0,0,
10,0,5,0,8,6,10,7,0,10,6,3,3,40,Patrick,Jones,5,10,10,78,0,0,0,1,2,2,0,0,40,0,73,0,21,10961,1,0,85,130,53,0,0,56,43,1,19,3,3,0,58,1,1,0,66,857,69,0,40,42,40,0,0,36,2338,66,48,0,42,9,9,0,0,10,0,3,0,1,1,1,0,1,40,77,0,55,70,0,0,0,0,178,40,0,10,71,55,50,42,0,0,0,42,38,2,0,62,3,1,18,47,0,42,6,58,29,0,71,0,30,41,5,68,10,10,0,55,33,23,36,64,31,74,49,60,38,0,0,
10,0,8,0,3,10,10,4,0,10,6,3,3,54,Nick,Hill,8,6,10,80,0,0,0,1,0,0,0,0,40,0,88,0,51,1155,1,0,85,75,71,0,0,54,37,1,39,3,3,0,69,1,1,0,81,828,82,1,47,40,40,0,0,0,2339,21,40,0,37,13,13,0,5,12,0,0,0,0,1,1,0,12,40,75,0,50,19,0,0,0,0,211,43,5,12,60,50,52,44,0,0,0,38,39,1,0,53,2,16,50,57,5,4,10,54,29,26,69,10,27,44,8,57,10,10,0,49,65,62,53,52,42,44,47,30,39,0,0,
8,0,10,0,0,6,10,7,0,10,6,3,3,40,Matt,Scott,10,10,10,68,0,0,0,1,2,2,0,0,40,0,84,0,48,10867,0,0,79,205,54,0,0,47,35,0,64,3,3,0,73,1,1,0,82,761,85,1,60,40,40,0,0,9,2340,33,40,0,24,16,16,0,5,6,0,3,0,0,1,1,0,13,41,79,0,51,29,0,0,0,0,99,40,5,6,58,62,51,43,0,0,0,34,31,4,1,45,2,17,66,71,0,42,6,57,29,0,73,0,32,66,5,51,10,10,0,56,45,51,58,43,54,33,52,21,32,0,0,
